Username	Machine	Creation_date
ee09rwj	ARC1	2012-11-01 14:14:50.163
ee10bt	ARC1	2013-10-08 17:20:19.0
ee10bt	ARC2	2014-03-31 13:25:07.0
ee10bt	ARC3	2017-03-14 13:12:43.47
ee10cf	ARC1	2012-10-02 10:19:18.0
ee10dab	ARC1	2013-10-08 17:17:40.0
ee10dab	ARC2	2014-03-18 12:43:30.16
ee10k2i	ARC1	2014-06-27 09:41:13.0
ee10k2i	ARC2	2014-06-27 09:41:18.0
ee10lbc	ARC1	2011-10-19 09:17:12.0
ee10sjo	ARC2	2017-07-20 17:26:21.0
ee10sjo	ARC3	2017-07-20 17:26:24.0
ee10wst	ARC1	2012-10-02 10:17:46.0
ee11de	ARC1	2014-06-27 09:41:46.0
ee11de	ARC2	2014-06-27 09:41:52.0
ee11hem	ARC1	2012-03-23 16:25:21.853
ee11hem	ARC2	2015-04-08 14:34:56.0
ee11j3s	ARC1	2013-11-29 16:19:28.807
ee11mr	ARC1	2015-11-18 10:50:36.067
ee11mr	ARC2	2015-11-18 10:50:39.96
ee11mr	ARC3	2017-03-08 13:30:01.963
ee12bm	ARC1	2016-07-12 16:31:38.0
ee12bm	ARC2	2016-07-12 16:31:46.0
ee12cst	ARC1	2014-10-01 09:35:25.0
ee12cst	ARC2	2014-10-01 09:35:28.0
ee12d2p	ARC1	2016-01-22 14:05:38.837
ee12d2p	ARC2	2016-01-22 14:05:42.477
ee12jb	ARC1	2014-10-01 11:29:45.0
ee12jb	ARC2	2014-10-01 11:29:48.0
ee12lmb	ARC1	2014-07-07 16:29:59.0
ee12lmb	ARC2	2014-07-07 16:30:02.0
ee12sg	ARC2	2017-08-01 12:21:34.0
ee12sg	ARC3	2017-08-01 12:21:39.0
ee13aw	ARC1	2016-10-10 12:41:06.0
ee13aw	ARC2	2016-10-10 12:41:13.0
ee13mgw	ARC1	2016-11-21 13:21:01.353
ee13mgw	ARC2	2016-11-21 13:21:04.17
ee13tl	ARC1	2014-06-24 14:31:09.0
ee13tl	ARC2	2014-06-24 14:31:33.0
ee14g2m	ARC2	2018-02-23 15:38:15.257
ee14g2m	ARC3	2018-02-23 15:38:21.49
ee14moo	ARC1	2015-07-24 09:35:49.0
ee14moo	ARC2	2015-07-24 09:35:55.0
ee15amg	ARC2	2017-11-02 13:31:32.903
ee15amg	ARC3	2017-11-02 13:31:38.763
ee15cmr	ARC2	2017-10-16 13:54:05.0
ee15cmr	ARC3	2017-10-16 13:54:13.0
ee15gw	ARC2	2017-10-02 15:55:03.0
ee15gw	ARC3	2017-10-02 15:54:52.0
eeaba	ARC1	2016-10-05 15:30:28.0
eeaba	ARC2	2016-10-05 15:30:31.0
eeaf	ARC2	2018-04-20 12:53:41.0
eeaf	ARC3	2018-04-20 12:53:47.0
eeaklj	ARC1	2011-01-11 13:46:33.78
eeamd	ARC1	2010-07-26 13:24:35.0
eeasd	ARC2	2017-12-04 13:35:59.317
eeasd	ARC3	2017-12-04 13:36:02.547
eeasd	MARC1	2018-02-08 10:50:05.093
eebaw	ARC1	2010-10-12 09:40:11.0
eebbca	ARC2	2018-03-20 10:34:05.67
eebbca	ARC3	2018-03-20 10:34:11.143
eebjp	ARC1	2011-10-07 16:40:41.0
eebjs	ARC2	2017-09-29 11:31:16.0
eebjs	ARC3	2017-09-29 11:31:23.0
eeblc	ARC1	2013-04-11 14:51:07.0
eeceb	ARC1	2014-12-04 15:22:55.277
eeceb	ARC2	2014-12-04 15:22:59.213
eecp	ARC1	2015-11-18 12:32:49.367
eecp	ARC2	2015-11-18 12:32:51.837
eecp	ARC3	2017-08-31 16:07:14.0
eecwk	ARC1	2016-10-11 12:52:03.0
eecwk	ARC2	2016-10-11 12:52:06.0
eedaf	ARC1	2012-03-01 13:29:06.743
eedpsb	ARC1	2012-12-06 15:18:09.127
eedsh	ARC1	2014-06-12 16:19:59.0
eedsh	ARC2	2014-06-12 16:20:03.0
eedsh	ARC3	2017-08-31 09:56:35.0
eedz	ARC1	2016-02-22 17:36:26.45
eedz	ARC2	2016-02-22 17:37:06.27
eedz	ARC3	2017-07-18 12:08:35.0
eeecmd	ARC1	2011-10-04 07:51:10.0
eeeeb	ARC1	2012-07-25 13:54:55.0
eeeeb	ARC2	2014-03-18 12:30:46.227
eeeeb	ARC3	2017-03-07 16:44:56.413
eeeev	ARC1	2011-09-19 15:44:47.0
eeejg	ARC1	2011-10-07 16:41:33.0
eeepar	ARC1	2016-02-08 13:03:43.44
eeepar	ARC2	2016-02-08 13:03:49.197
eefwh	ARC1	2011-10-06 07:40:05.0
eegac	ARC1	2011-10-07 16:42:06.0
eegac	ARC2	2014-06-24 14:30:26.0
eegb	ARC1	2016-03-03 16:59:38.917
eegb	ARC2	2016-03-03 16:59:43.047
eegst	ARC1	2014-10-21 07:33:48.0
eegst	ARC2	2014-10-21 07:33:59.0
eehaa	ARC1	2015-10-08 09:03:42.0
eehaa	ARC2	2015-10-08 09:03:49.0
eehaa	ARC3	2017-03-20 17:35:14.427
eeik	ARC1	2012-03-16 13:25:10.357
eeik	ARC2	2014-01-08 17:02:10.43
eeisom	ARC1	2016-11-21 11:52:27.993
eeisom	ARC2	2016-11-21 11:52:31.007
eeisom	ARC3	2017-03-30 12:44:32.0
eejaca	ARC2	2018-06-14 08:25:24.0
eejaca	ARC3	2018-06-14 08:25:27.0
eejarv	ARC1	2012-11-01 14:22:44.35
eejed	ARC1	2016-02-24 11:41:14.517
eejed	ARC2	2016-02-24 11:41:26.3
eejed	ARC3	2018-05-23 13:37:49.0
eejop	ARC1	2011-01-11 13:47:17.15
eejop	ARC2	2014-01-08 17:02:20.823
eejrm	ARC1	2012-10-04 10:24:38.0
eejrm	ARC2	2014-03-18 12:43:06.47
eejvt	ARC2	2017-06-15 10:17:13.0
eejvt	ARC3	2017-06-15 10:17:19.0
eeks	ARC1	2013-11-13 10:21:17.213
eeks	ARC2	2014-10-22 09:14:05.0
eelgc	ARC1	2010-03-02 10:56:34.303
eelk	ARC2	2017-11-02 13:42:20.557
eelk	ARC3	2017-11-02 13:42:28.073
eelnh	ARC1	2012-10-19 14:17:00.0
eemaam	ARC1	2015-09-07 13:00:22.0
eemaam	ARC2	2015-09-07 13:00:25.0
eemos	ARC1	2014-11-24 13:04:40.913
eemos	ARC2	2014-11-24 13:04:43.95
eemsa	ARC1	2016-07-22 15:47:31.0
eemsa	ARC2	2016-07-22 15:47:35.0
een6jas	ARC1	2014-10-07 08:56:40.0
een6jas	ARC2	2014-10-07 08:56:43.0
eenadbu	ARC1	2010-02-17 13:49:43.437
eenadbu	ARC2	2013-10-15 11:18:05.0
eenadbu	ARC3	2017-03-28 09:51:14.0
eenak	ARC1	2016-09-13 13:09:59.0
eenak	ARC2	2016-09-13 13:10:02.0
eenava	ARC1	2010-11-09 12:27:57.557
eenava	ARC2	2014-01-08 17:02:31.53
eenbs	ARC2	2017-12-19 10:42:24.24
eenbs	ARC3	2017-12-19 10:42:30.607
eeng	ARC1	2016-10-31 17:43:04.387
eeng	ARC2	2016-10-31 17:43:12.33
eeng	ARC3	2017-04-27 17:37:06.0
eenhd	ARC1	2013-09-03 14:25:33.0
eenhda	ARC1	2015-11-19 17:11:09.013
eenhda	ARC2	2015-11-19 17:11:16.327
eeniku	ARC1	2015-02-24 11:25:09.433
eeniku	ARC2	2015-02-24 11:25:14.207
eenlli	ARC1	2015-03-17 12:47:34.707
eenlli	ARC2	2015-03-17 12:47:38.553
eenls	ARC1	2016-12-13 10:56:02.633
eenls	ARC2	2016-12-13 10:56:06.433
eenmata	ARC1	2016-01-29 16:33:45.567
eenmata	ARC2	2016-01-29 16:33:51.307
eenmca	ARC1	2010-03-09 13:43:58.143
eenmca	ARC2	2014-01-13 12:57:57.91
eenmca	ARC3	2017-03-30 12:44:19.0
eenmsab	ARC2	2017-02-28 17:13:36.037
eenmsab	ARC3	2017-02-28 17:13:39.507
eenmsal	ARC1	2012-10-09 10:25:52.0
eenmys	ARC1	2015-03-17 12:48:13.88
eenmys	ARC2	2015-03-17 12:48:18.607
eenpar	ARC1	2016-10-13 14:16:14.0
eenpar	ARC2	2016-10-13 14:16:18.0
eenpar	ARC3	2017-08-31 16:07:43.0
eenpi	ARC1	2012-02-23 12:19:43.527
eenpi	ARC2	2014-01-08 17:02:41.563
eenro	ARC1	2011-10-25 12:35:32.0
eensp	ARC2	2018-06-13 08:28:40.0
eensp	ARC3	2018-06-13 08:28:43.0
eentehe	ARC1	2013-08-13 08:47:17.0
eentehe	ARC2	2014-11-06 14:10:54.81
eentvd	ARC1	2010-12-10 17:10:20.01
eepjw	ARC1	2010-06-04 15:35:23.0
eepsh	ARC1	2016-01-18 14:19:18.673
eepsh	ARC2	2016-01-18 14:19:22.103
eerjp	ARC1	2016-07-20 16:53:20.0
eerjp	ARC2	2016-07-20 16:53:23.0
eerjp	ARC2	2018-05-02 16:14:58.0
eerls	ARC1	2015-07-08 10:15:29.0
eerls	ARC2	2015-07-08 10:15:32.0
eesaj	ARC2	2017-03-29 16:36:57.0
eesaj	ARC3	2017-03-29 16:37:00.0
eesb	ARC1	2010-07-26 13:23:17.0
eespa	ARC1	2014-12-04 15:23:10.313
eespa	ARC2	2014-12-04 15:23:13.82
eessa	ARC2	2018-07-16 14:07:26.0
eessa	ARC3	2018-07-16 14:07:29.0
eetth	ARC2	2018-01-11 15:12:18.223
eetth	ARC3	2018-01-11 15:12:21.46
eeyhe	ARC1	2013-01-31 12:30:42.14
eezli	ARC1	2015-10-06 17:09:55.0
eezli	ARC2	2015-10-06 17:10:01.0
efy2nrr	ARC1	2010-07-09 13:47:59.0
efy6ha	ARC1	2015-03-05 16:36:27.47
efy6ha	ARC2	2015-03-05 16:36:32.223
efy6mp	ARC1	2011-07-11 14:20:28.0
el06jdc	ARC1	2010-02-17 14:46:29.32
el06ln	ARC1	2013-09-17 08:20:28.0
el06ln	ARC2	2015-01-13 14:30:37.003
el07es	ARC1	2016-06-09 16:07:35.0
el07es	ARC2	2016-06-09 16:07:39.0
el07mab	ARC1	2016-01-18 09:33:58.253
el07mab	ARC2	2016-01-18 09:34:05.597
el08jk	ARC1	2012-10-25 10:23:45.0
el08m2s	ARC1	2015-11-25 14:02:24.703
el08m2s	ARC2	2015-11-25 14:02:28.19
el08s2c	ARC1	2011-10-11 12:24:33.0
el08s2c	ARC2	2014-07-07 09:40:05.0
el09a2g	ARC1	2012-05-29 14:08:46.0
el09a2g	ARC2	2014-07-02 09:28:45.0
el09ams	ARC1	2013-05-15 12:55:36.0
el09ams	ARC2	2014-01-16 08:19:23.623
el09ams	ARC3	2018-01-19 13:07:35.173
el09cou	ARC1	2012-07-30 10:22:10.0
el09d2b	ARC1	2016-09-01 10:55:35.0
el09d2b	ARC2	2016-09-01 10:55:41.0
el09ik	ARC1	2011-02-17 14:53:52.773
el10ac	ARC1	2013-11-19 09:02:53.85
el10moi	ARC1	2013-09-17 08:20:08.0
el10moi	ARC2	2015-02-10 15:13:03.013
el11s2a	ARC1	2016-06-27 15:47:21.0
el11s2a	ARC2	2016-06-27 15:47:31.0
el12ieo	ARC1	2014-09-26 12:01:25.0
el12ieo	ARC2	2014-09-26 12:01:28.0
el12rap	ARC1	2016-10-13 14:14:12.0
el12rap	ARC2	2016-10-13 14:14:16.0
el13afa	ARC1	2016-02-08 12:58:59.303
el13afa	ARC2	2016-02-08 12:59:02.063
el13p2r	ARC1	2016-10-13 14:16:34.0
el13p2r	ARC2	2016-10-13 14:16:37.0
el13p2r	ARC3	2017-09-07 12:17:22.0
el14bs	ARC2	2018-01-02 09:22:57.977
el14bs	ARC3	2018-01-02 09:22:53.59
el14ccn	ARC1	2015-06-26 12:09:05.0
el14ccn	ARC2	2015-06-26 12:09:08.0
el14kd	ARC2	2017-06-26 12:33:14.0
el14kd	ARC3	2017-06-26 12:33:17.0
el14oa	ARC2	2018-06-12 08:26:22.0
el14oa	ARC3	2018-06-12 08:26:25.0
el15acyc	ARC1	2016-02-08 13:06:03.183
el15acyc	ARC2	2016-02-08 13:06:09.403
el16mr	ARC1	2017-01-30 11:32:46.89
el16mr	ARC2	2017-01-30 11:32:53.417
el16mr	ARC3	2017-05-31 11:41:59.0
el16yz	ARC1	2017-01-30 11:32:04.8
el16yz	ARC2	2017-01-30 11:32:20.283
el16yz	ARC3	2017-05-31 16:27:15.0
elade	ARC1	2016-02-08 17:22:43.76
elade	ARC2	2016-02-08 17:22:48.793
elamas	ARC1	2016-07-20 16:54:13.0
elamas	ARC2	2016-07-20 16:54:16.0
elamh	ARC2	2018-01-22 16:37:26.74
elamh	ARC3	2018-01-22 16:37:21.507
elaql	ARC1	2015-01-14 08:39:54.677
elaql	ARC2	2015-01-14 08:39:58.2
elas	ARC2	2017-09-04 09:10:14.0
elas	ARC3	2017-09-04 09:10:09.0
elbho	ARC1	2014-10-13 17:42:29.0
elbho	ARC2	2014-10-13 17:42:32.0
elbho	ARC3	2017-03-20 16:52:39.657
eldr	ARC1	2012-10-25 10:24:26.0
elds	ARC1	2016-02-15 10:53:01.58
elds	ARC2	2016-02-15 10:53:04.4
elfha	ARC1	2016-08-11 14:25:56.0
elfha	ARC2	2016-08-11 14:25:58.0
elgom	ARC1	2014-06-12 12:00:31.0
elgom	ARC2	2014-06-12 12:00:35.0
elgyvl	ARC1	2013-01-14 16:49:13.653
elgyvl	ARC2	2014-01-08 17:02:50.617
elhdy	ARC1	2014-10-21 07:35:17.0
elhdy	ARC2	2014-10-21 07:35:25.0
elhkm	ARC1	2011-03-15 12:20:21.91
elismi	ARC2	2018-08-03 11:41:31.0
elismi	ARC3	2018-08-03 11:41:37.0
eljk	ARC1	2016-08-09 11:34:07.0
eljk	ARC2	2016-08-09 11:34:10.0
eljz	ARC1	2011-10-25 12:42:18.0
elkme	ARC2	2018-07-18 11:47:20.0
elkme	ARC3	2018-07-18 11:47:23.0
elmaa	ARC1	2010-03-11 14:08:11.66
elmal	ARC1	2013-03-06 13:31:30.71
elmgh	ARC1	2017-01-25 11:42:53.47
elmgh	ARC2	2017-01-25 11:42:56.467
elmku	ARC1	2014-07-15 14:33:28.0
elmku	ARC2	2014-07-15 14:33:31.0
elnap	ARC1	2014-10-16 12:39:51.0
elnap	ARC2	2014-10-16 12:39:54.0
elnmn	ARC1	2016-10-11 14:53:38.0
elnmn	ARC2	2016-10-11 14:53:45.0
elno	ARC1	2014-02-18 13:05:48.323
elno	ARC2	2014-02-18 14:30:09.193
elnpr	ARC1	2010-11-01 12:42:10.943
elns	ARC1	2011-03-15 12:22:50.52
elome	ARC2	2017-04-19 10:56:57.0
elome	ARC3	2017-04-19 10:57:10.0
elraa	ARC2	2018-08-09 11:46:54.0
elraa	ARC3	2018-08-09 11:46:45.0
elraa	MARC1	2018-08-09 11:47:05.0
elram	ARC1	2012-10-24 12:33:10.0
elrhsa	ARC1	2011-08-16 13:31:39.0
elsaa	ARC1	2010-05-07 11:00:15.0
elsalg	ARC1	2017-12-06 12:55:02.08
elsalg	ARC2	2017-12-06 12:55:05.777
elsalg	ARC3	2017-12-06 12:55:09.247
elshm	ARC1	2015-12-09 16:52:10.577
elshm	ARC2	2015-12-09 16:52:14.2
elsi	ARC1	2015-02-10 11:27:54.453
elsi	ARC2	2015-02-10 11:27:59.287
elswol	ARC1	2015-05-12 12:53:21.0
elswol	ARC2	2015-05-12 12:53:31.0
eltat	ARC2	2017-11-13 17:09:03.007
eltat	ARC3	2017-11-13 17:09:12.343
elvd	ARC1	2014-08-07 12:14:49.0
elvd	ARC2	2014-08-07 12:14:54.0
elwwm	ARC1	2013-02-25 10:12:44.147
elzhan	ARC1	2015-02-05 15:55:06.703
elzhan	ARC2	2015-02-05 15:55:10.113
elzrsa	ARC1	2014-09-24 12:56:21.0
elzrsa	ARC2	2014-09-24 12:56:23.0
engjca	ARC2	2017-10-04 15:47:20.0
engjca	ARC3	2017-10-04 15:47:15.0
fbsaca	ARC2	2017-02-08 15:42:19.14
fbsacu	ARC2	2018-07-02 11:52:29.0
fbsacu	ARC3	2018-07-02 11:52:37.0
fbsalar	MARC1	2017-08-09 14:26:53.0
fbsams	ARC2	2018-06-12 08:26:33.0
fbsams	ARC3	2018-06-12 08:26:41.0
fbsapb	ARC2	2017-03-07 17:21:28.763
fbsapb	ARC3	2017-03-07 17:21:36.02
fbsatur	ARC2	2017-02-13 15:15:53.0
fbsatur	ARC3	2017-06-30 14:18:09.0
fbsawe	ARC1	2016-07-27 09:24:47.0
fbsawe	ARC2	2016-07-27 09:24:53.0
fbsawe	MARC1	2016-07-27 13:39:53.0
fbsazh	ARC1	2013-10-14 13:30:30.0
fbsazh	ARC2	2014-01-08 17:03:00.163
fbsbco	ARC2	2017-11-13 16:52:48.987
fbsbco	ARC3	2017-11-13 16:52:55.203
fbsbco	MARC1	2017-11-13 11:21:13.693
fbsbinf	ARC1	2016-11-07 13:41:56.417
fbsbinf	ARC2	2016-11-07 13:42:00.09
fbsbinf	MARC1	2016-11-07 13:42:05.11
fbscas	ARC2	2017-05-10 15:27:21.0
fbscas	ARC3	2017-05-10 15:27:27.0
fbscem	ARC2	2018-03-09 11:43:12.617
fbscem	ARC3	2018-03-09 11:43:16.607
fbscgo	ARC2	2018-03-21 17:02:37.91
fbscgo	ARC3	2018-03-21 17:02:32.993
fbsclab	ARC2	2017-11-28 14:37:44.897
fbsclab	ARC3	2017-11-28 14:37:48.523
fbsclab	MARC1	2017-11-28 14:37:56.94
fbscpa	ARC1	2012-03-20 14:13:16.117
fbscsh	MARC1	2016-09-21 17:45:37.0
fbsdmas	ARC3	2017-02-23 10:12:15.58
fbsdow	ARC1	2011-05-20 13:08:55.0
fbsdwa	ARC2	2018-02-06 15:30:18.237
fbsdwa	ARC3	2018-02-06 15:30:14.083
fbsdwa	MARC1	2018-02-06 15:30:24.563
fbsdwh	ARC2	2018-01-24 14:56:13.11
fbsdwh	ARC3	2018-01-24 14:56:16.05
fbsegk	ARC1	2012-09-18 15:15:11.0
fbsejdu	ARC1	2016-12-06 16:08:05.84
fbsejdu	ARC2	2016-12-06 15:59:05.223
fbsejdu	MARC1	2016-12-06 16:11:41.34
fbselh	ARC1	2014-12-09 10:31:18.223
fbselh	ARC2	2014-12-09 10:31:21.19
fbselh	ARC3	2017-02-23 10:12:35.293
fbsepe	MARC1	2017-05-24 14:45:23.0
fbsewa	ARC1	2016-10-10 16:27:36.0
fbsewa	ARC2	2016-10-10 16:27:42.0
fbsez	ARC2	2017-08-07 16:06:07.0
fbsez	ARC3	2017-08-07 16:06:00.0
fbsgrado	ARC1	2010-07-09 13:35:28.0
fbsgxy	ARC1	2011-11-03 11:05:50.35
fbshi	ARC1	2012-08-30 08:15:32.0
fbshi	ARC2	2014-01-08 17:03:09.177
fbsisi	ARC2	2017-02-07 16:55:31.31
fbsisi	MARC1	2017-02-07 16:11:52.1
fbsja	ARC1	2011-11-21 09:40:49.223
fbsjas	ARC1	2016-10-04 15:12:56.0
fbsjas	ARC2	2016-10-04 15:12:59.0
fbsjf	ARC1	2010-02-10 12:30:05.47
fbsjfo	ARC2	2017-10-09 09:41:50.0
fbsjfo	ARC3	2017-10-09 09:41:55.0
fbsjht	ARC1	2012-12-03 15:18:14.623
fbsjy	ARC1	2010-05-27 10:20:05.0
fbskst	ARC1	2016-02-08 17:23:09.297
fbskst	ARC2	2016-02-08 17:23:20.687
fbskys	MARC1	2016-10-19 14:42:30.0
fbsldha	ARC1	2010-12-10 17:07:51.933
fbslls	ARC1	2016-05-10 14:16:04.0
fbslls	ARC2	2016-05-10 14:16:07.0
fbslmj	ARC2	2018-07-03 17:33:03.0
fbslmj	ARC3	2018-07-03 17:33:05.0
fbslmj	MARC1	2018-08-09 11:48:56.0
fbslwi	ARC1	2015-09-25 08:42:50.0
fbslwi	ARC2	2015-09-25 08:42:53.0
fbsmac	ARC1	2016-06-29 15:29:42.0
fbsmac	ARC2	2016-06-29 15:29:45.0
fbsmas	ARC1	2010-02-25 12:53:58.297
fbsmas	ARC2	2015-09-10 12:32:58.0
fbsmba	ARC1	2012-02-14 13:27:37.993
fbsmba	ARC2	2014-01-13 12:58:30.79
fbsmba	ARC3	2017-03-21 11:04:16.14
fbsmen	ARC1	2010-09-15 17:11:23.0
fbsmi	ARC1	2015-03-12 11:26:18.187
fbsmi	ARC2	2015-03-12 11:26:22.577
fbsmi	ARC3	2017-02-23 10:12:25.203
fbsmo	MARC1	2015-11-03 15:52:58.007
fbsmwa	ARC2	2017-08-24 13:09:26.0
fbsmwa	ARC3	2017-08-24 13:09:31.0
fbsnls	ARC2	2017-02-15 10:07:48.267
fbsnls	ARC3	2017-04-13 11:13:27.0
fbsnls	MARC1	2017-07-06 16:35:50.0
fbsnsh	ARC1	2015-05-07 15:39:18.0
fbsnsh	ARC2	2015-05-07 15:39:24.0
fbsoa	ARC1	2011-03-23 13:24:38.18
fbsow	ARC1	2011-05-20 13:07:16.0
fbspba	ARC1	2013-12-06 11:15:03.92
fbspba	ARC2	2015-05-06 09:35:18.0
fbspv	ARC2	2018-08-06 09:26:15.0
fbspv	ARC3	2018-08-06 09:26:18.0
fbspv	MARC1	2018-08-06 09:26:32.0
fbsrbar	MARC1	2017-11-06 11:02:36.443
fbsrmg	ARC1	2013-05-15 12:55:00.0
fbsrmo	MARC1	2015-11-24 11:55:01.47
fbsrsc	ARC2	2017-05-09 10:09:49.0
fbsrsc	ARC3	2017-05-09 10:09:53.0
fbsrsc	MARC1	2017-05-24 14:45:49.0
fbsrsei	ARC1	2014-01-10 14:17:06.793
fbsrsei	ARC2	2014-01-17 12:43:32.807
fbsrsei	MARC1	2017-06-06 13:03:58.0
fbsrt	ARC1	2011-11-25 14:37:51.663
fbssah	MARC1	2016-04-11 11:04:52.0
fbssc	ARC1	2014-05-14 12:26:40.0
fbssdr	ARC3	2017-02-21 15:04:16.68
fbsshar	ARC1	2015-12-02 13:09:09.2
fbsshar	ARC2	2015-12-02 13:09:16.137
fbsskr	ARC1	2013-12-06 11:14:19.72
fbssmo	ARC1	2013-05-15 12:53:03.0
fbssmun	ARC2	2017-07-21 13:40:21.0
fbssmun	ARC3	2017-07-21 13:40:25.0
fbsspm	ARC1	2015-03-12 11:25:55.99
fbsspm	ARC2	2015-03-12 11:25:59.71
fbsspmo	MARC1	2016-11-04 12:18:41.64
fbssps	ARC2	2017-02-13 15:16:24.5
fbsssdh	ARC1	2015-07-14 15:15:03.0
fbsssdh	ARC2	2015-07-14 15:15:06.0
fbssw	ARC1	2015-09-17 13:18:31.0
fbssw	ARC2	2015-09-17 13:18:35.0
fbste	ARC1	2010-11-16 13:53:13.28
fbstka	ARC1	2016-11-07 14:24:37.053
fbstka	ARC2	2016-11-07 14:24:39.983
fbsvbm	ARC1	2011-10-20 16:51:15.0
fbsvbm	ARC2	2014-01-08 17:03:24.137
fbsvbm	MARC1	2015-07-15 08:20:02.0
fbsyg	ARC2	2017-10-20 12:10:51.0
fbsyg	ARC3	2017-10-20 12:10:54.0
fbszty	ARC1	2010-02-24 13:51:07.43
fh14zy	ARC2	2017-11-08 17:52:12.223
fh14zy	ARC3	2017-11-08 17:52:15.397
fs17cc	ARC2	2018-02-23 15:37:44.133
fs17cc	ARC3	2018-02-23 15:37:51.11
fs17lyy	ARC2	2018-03-21 17:02:53.133
fs17lyy	ARC3	2018-03-21 17:02:48.683
fsjav	ARC2	2017-03-07 16:51:24.75
fsjav	ARC3	2017-03-07 16:51:31.967
fsnh	ARC2	2018-05-02 14:19:57.0
fsnh	ARC3	2018-05-02 14:20:01.0
fsnydl	ARC2	2017-02-15 09:39:50.223
fsnydl	ARC3	2017-03-30 15:55:18.0
fspkb	ARC1	2017-01-24 15:04:59.91
fspkb	ARC2	2017-01-24 15:05:07.7
fue6hnp	ARC2	2018-02-22 13:53:15.2
fue6hnp	ARC3	2018-02-22 13:53:21.95
fuekjh	ARC1	2010-05-27 10:19:25.0
fuensd	ARC1	2012-08-08 11:40:25.0
fy06fwy	ARC1	2012-03-14 10:50:15.477
fy06fwy	ARC2	2013-12-04 11:33:13.357
fy08bma	ARC1	2011-10-11 10:55:44.0
fy08bma	ARC1	2011-10-11 17:07:47.0
fy10wae	ARC1	2016-02-08 13:05:23.58
fy10wae	ARC2	2016-02-08 13:05:34.037
fy11khag	ARC1	2015-12-01 09:45:27.71
fy11khag	ARC2	2015-12-01 09:45:32.773
fy11khag	ARC3	2018-01-22 12:02:14.01
fy11lham	ARC1	2015-12-07 13:47:53.453
fy11lham	ARC2	2015-12-07 13:47:56.703
fy11lham	ARC3	2017-06-02 10:56:04.0
fy14fmah	ARC1	2016-08-01 11:42:17.0
fy14fmah	ARC2	2016-08-01 11:42:20.0
geo6r2c	ARC1	2010-03-09 13:03:46.8
geoagdt	ARC1	2011-03-21 14:02:17.283
geoaj	MARC1	2017-03-07 16:45:42.9
geoaps	ARC2	2017-11-27 15:18:14.71
geoaps	ARC3	2017-11-27 15:18:18.62
geobji	ARC1	2015-04-20 14:37:38.0
geobji	ARC2	2015-04-20 14:37:41.0
geocjw	ARC1	2015-03-10 08:53:52.53
geocjw	ARC2	2015-03-06 13:37:25.61
geocjw	ARC3	2018-08-09 12:59:25.0
geodga	ARC1	2012-05-01 13:24:42.0
geodga	ARC2	2015-06-02 12:26:04.0
geodgl	ARC1	2012-04-05 12:04:36.0
geoeg	ARC1	2010-03-09 13:04:42.347
geogz	ARC1	2013-09-26 17:10:16.0
geogz	ARC2	2014-01-08 17:03:34.127
geogz	MARC1	2016-01-28 12:41:35.197
geohb	ARC2	2017-10-20 12:15:25.0
geohb	ARC3	2017-10-20 12:15:28.0
geojb	ARC1	2014-10-09 08:02:30.0
geojb	ARC2	2014-10-09 08:02:33.0
geokcp	ARC1	2014-11-11 13:15:45.403
geokcp	ARC2	2014-11-11 13:15:49.343
geokcp	ARC3	2017-07-04 17:19:24.0
geokmn	ARC1	2016-09-29 17:01:36.0
geokmn	ARC2	2016-09-29 17:01:45.0
geokmn	MARC1	2016-09-30 09:01:00.0
geols	ARC1	2015-03-05 10:13:06.52
geols	ARC2	2015-03-05 10:13:09.79
geomad	ARC2	2017-10-09 17:45:14.0
geomad	ARC3	2017-10-09 17:45:11.0
geomadc	ARC2	2018-02-22 13:54:07.327
geomadc	ARC3	2018-02-22 13:54:18.243
geonf	ARC1	2011-06-28 14:59:27.0
geonsm	ARC1	2010-05-20 12:49:30.0
geopnwo	ARC1	2010-12-02 16:07:01.607
georco	ARC1	2011-12-06 13:04:06.12
georco	ARC2	2017-03-20 11:25:28.05
georco	ARC3	2017-03-20 11:25:33.2
georjj	ARC1	2011-03-03 13:57:13.35
georl	ARC1	2013-10-04 11:26:52.0
georl	MARC1	2016-02-03 11:56:42.647
geosfa	ARC1	2014-01-29 11:47:21.87
geosfa	ARC2	2014-10-22 09:18:17.0
geosfa	ARC3	2017-05-02 17:37:52.0
geossi	ARC1	2010-03-09 13:05:28.69
geoyk	ARC1	2011-11-11 14:13:22.863
gy12e2p	ARC2	2018-06-13 08:28:27.0
gy12e2p	ARC3	2018-06-13 08:28:30.0
gyacb	ARC2	2017-09-15 12:31:28.0
gyacb	ARC3	2017-09-15 12:31:37.0
gyaem	ARC1	2014-12-05 14:54:39.66
gyaem	ARC2	2014-12-05 14:54:43.077
gyeao	ARC2	2017-03-28 09:40:57.0
gyeao	ARC3	2017-03-22 14:32:28.577
gyeao	MARC1	2017-04-03 11:06:57.0
gyfcs	ARC1	2015-04-15 16:29:30.0
gyfcs	ARC2	2015-04-15 16:29:33.0
gyjls	ARC2	2017-06-27 11:14:48.0
gyjls	ARC3	2017-06-27 11:14:52.0
gymjt	ARC1	2012-10-22 15:51:34.0
gymk	ARC1	2014-03-10 12:50:11.027
gymk	ARC2	2015-05-21 12:08:03.0
