Username	Machine	Creation_date
cm12lmr	ARC2	2015-10-09 16:26:39.0
cm12mdcc	ARC1	2012-10-09 16:19:26.0
cm12mwn	ARC1	2015-11-10 14:54:49.427
cm12mwn	ARC2	2015-11-10 14:54:52.13
cm12sw	ARC1	2016-10-25 14:06:55.0
cm12sw	ARC2	2016-10-25 14:06:57.0
cm12sw	ARC3	2017-03-20 16:51:10.92
cm13ca	ARC2	2017-10-05 11:16:37.0
cm13ca	ARC3	2017-10-05 11:10:49.0
cm13hf	ARC2	2017-10-27 16:53:31.0
cm13hf	ARC3	2017-10-27 16:53:35.0
cm13ijb	ARC1	2016-09-20 16:54:00.0
cm13ijb	ARC2	2016-09-20 16:54:07.0
cm13ijb	MARC1	2016-11-04 12:16:45.003
cm13mpt	ARC1	2015-06-22 15:46:04.0
cm13mpt	ARC2	2015-06-22 15:46:07.0
cm14cnat	ARC2	2017-11-02 13:44:23.98
cm14cnat	ARC3	2017-11-02 13:44:30.767
cm14e2m	ARC2	2017-10-20 12:04:23.0
cm14e2m	ARC3	2017-10-20 12:04:27.0
cm14en	ARC2	2017-10-27 09:27:29.0
cm14en	ARC3	2017-10-27 09:27:25.0
cm14era	ARC2	2017-10-27 09:26:51.0
cm14era	ARC3	2017-10-27 09:26:44.0
cm14lhg	ARC2	2017-10-06 10:38:03.0
cm14lhg	ARC3	2017-10-06 10:37:57.0
cm15ebs	ARC1	2016-12-13 10:56:22.217
cm15ebs	ARC2	2016-12-13 10:56:25.447
cm15kss	ARC2	2018-07-13 08:11:44.0
cm15kss	ARC3	2018-07-13 08:11:48.0
cm17pm	ARC2	2018-06-13 08:28:52.0
cm17pm	ARC3	2018-06-13 08:28:55.0
cmaig	ARC2	2017-05-04 09:43:47.0
cmaig	ARC3	2017-05-04 09:43:51.0
cmas	ARC1	2013-07-12 12:49:01.0
cmaw	ARC1	2015-10-15 12:43:45.0
cmaw	ARC2	2015-10-15 12:43:49.0
cmbak	ARC1	2015-09-29 12:50:31.0
cmbak	ARC2	2015-09-29 12:50:34.0
cmcmf	ARC1	2014-11-14 10:36:58.383
cmcmf	ARC2	2014-11-14 10:37:01.877
cmcmf	ARC3	2017-09-04 11:44:24.0
cmddjm	ARC1	2016-04-12 10:12:01.0
cmddjm	ARC2	2016-04-12 10:12:06.0
cmddjm	ARC3	2017-05-24 08:53:28.0
cmddjm	MARC1	2017-07-31 14:07:48.0
cmfns	ARC1	2016-09-29 16:35:05.0
cmfns	ARC2	2016-09-29 16:35:13.0
cmhmc	ARC1	2017-01-25 11:43:18.13
cmhmc	ARC2	2017-01-25 11:43:21.057
cmjag	ARC1	2015-09-17 13:18:15.0
cmjag	ARC2	2015-09-17 13:18:18.0
cmjb	ARC1	2016-09-07 08:20:30.0
cmjb	ARC2	2016-09-07 08:20:32.0
cmjb	ARC3	2017-06-02 10:55:46.0
cmjd	ARC2	2017-11-29 13:37:08.49
cmjd	ARC3	2017-11-29 13:37:11.573
cmjdcs	ARC1	2012-10-04 10:33:19.0
cmjdcs	ARC2	2014-09-29 11:36:20.0
cmjg	ARC1	2014-10-01 09:44:02.0
cmjg	ARC2	2014-10-01 09:44:06.0
cmjg	ARC3	2017-04-07 10:51:17.0
cmjjb	ARC1	2012-12-06 14:38:58.54
cmjjb	ARC2	2014-02-03 11:45:14.19
cmkmj	ARC1	2011-04-21 10:42:19.0
cmmhtk	ARC1	2016-12-19 15:45:16.293
cmmhtk	ARC2	2016-12-19 15:45:19.387
cmmr	ARC1	2011-02-22 14:21:19.007
cmna	ARC1	2016-10-17 15:43:53.0
cmna	ARC2	2016-10-17 15:44:00.0
cmna	ARC3	2018-06-27 16:02:43.0
cmnha	ARC1	2014-06-12 12:36:41.0
cmnha	ARC2	2015-02-17 08:33:24.99
cmrds	ARC1	2016-10-03 15:22:11.0
cmrds	ARC2	2016-10-03 15:22:14.0
cmrlc	ARC1	2011-09-28 13:06:29.0
cmrmc	ARC1	2014-07-10 16:22:05.0
cmrmc	ARC2	2014-07-15 14:32:57.0
cmsbo	ARC2	2017-09-25 14:14:57.0
cmsbo	ARC3	2017-09-25 14:15:00.0
cmsn	ARC1	2014-03-04 07:56:54.543
cmsn	ARC2	2014-07-15 14:32:45.0
cmyw	ARC1	2016-04-21 09:31:04.0
cmyw	ARC2	2016-04-21 09:30:51.0
cn06arc	ARC1	2010-08-13 14:15:43.0
cn06arc	ARC2	2014-01-08 17:01:36.84
cn07op	ARC1	2012-05-10 14:46:49.0
cn07op	ARC2	2014-10-13 13:56:54.0
cn09dd	ARC1	2015-02-24 11:27:23.793
cn09dd	ARC2	2015-02-24 11:27:31.607
cn09lgr	ARC2	2018-05-09 16:53:41.0
cn09lgr	ARC3	2018-05-09 16:53:44.0
cn10pis	ARC1	2014-03-21 16:03:17.21
cn11kss	ARC1	2014-02-13 13:35:09.863
cn11kss	ARC2	2014-06-11 16:30:54.0
cn13jma	ARC2	2017-12-19 11:53:56.233
cn13jma	ARC3	2017-12-19 11:54:02.04
cn14cfcf	ARC1	2016-11-16 10:24:40.81
cn14cfcf	ARC2	2016-11-16 10:24:48.37
cn14cfcf	ARC3	2018-05-01 09:01:10.0
cn14gw	ARC2	2017-03-31 13:50:21.0
cn14gw	ARC3	2017-03-31 13:50:25.0
cn15lp	ARC2	2017-04-27 17:38:13.0
cn15lp	ARC3	2017-04-27 17:38:17.0
cn16ecea	ARC2	2017-08-01 12:23:45.0
cn16ecea	ARC3	2017-08-01 12:23:49.0
cn16sk	ARC2	2017-03-07 16:25:20.847
cn16sk	ARC3	2017-03-07 16:25:26.75
cn16y2z	ARC2	2017-06-27 11:15:05.0
cn16y2z	ARC3	2017-06-27 11:15:09.0
cn17m2z	ARC2	2017-12-19 12:06:08.223
cn17m2z	ARC3	2017-12-19 12:06:14.843
cnad	ARC1	2013-04-15 15:50:33.0
cnamw	ARC1	2012-11-07 16:54:25.78
cnamw	ARC2	2014-08-12 08:54:15.0
cnamw	ARC3	2018-08-06 15:52:31.0
cnbkia	ARC1	2016-02-10 13:07:03.45
cnbkia	ARC2	2016-02-10 13:07:06.683
cncm	ARC1	2016-03-16 08:03:50.89
cncm	ARC2	2016-03-16 08:03:59.89
cncm	ARC3	2017-06-05 11:11:25.0
cnctmo	ARC1	2015-02-20 10:28:48.373
cnctmo	ARC2	2015-02-20 10:28:51.65
cnctmo	ARC3	2017-03-15 13:03:45.663
cnctmo	MARC1	2017-05-24 14:44:51.0
cncw	ARC1	2012-11-07 16:55:08.093
cncwl	ARC1	2011-07-14 15:46:47.0
cnfal	ARC2	2017-06-07 13:50:40.0
cnfal	ARC3	2017-06-07 13:50:43.0
cnhap	ARC2	2018-02-16 12:35:16.783
cnhap	ARC3	2018-02-16 12:35:19.97
cnhnc	ARC1	2012-09-05 08:19:52.0
cnhqm	ARC1	2014-02-28 13:09:20.873
cnhqm	ARC2	2014-05-19 08:35:39.0
cnhz	ARC2	2017-09-12 12:26:46.0
cnhz	ARC3	2017-09-12 12:26:42.0
cnjad	ARC2	2017-05-09 10:10:23.0
cnjad	ARC3	2017-05-09 10:10:26.0
cnjksc	ARC1	2012-09-05 08:18:28.0
cnkw	ARC1	2014-04-28 07:37:50.0
cnlp	ARC1	2016-12-13 10:57:06.413
cnlp	ARC2	2016-12-13 10:57:09.597
cnlp	ARC3	2017-03-14 16:21:03.243
cnlp	MARC1	2016-12-13 13:31:13.453
cnlw	ARC1	2016-10-27 14:15:08.0
cnlw	ARC2	2016-10-27 14:15:13.0
cnlw	ARC3	2017-03-20 11:28:43.467
cnmsz	ARC1	2014-05-22 14:40:37.0
cnmsz	ARC2	2014-08-21 10:31:16.0
cnrrm	ARC1	2015-03-30 15:40:17.0
cnrrm	ARC2	2015-03-30 15:40:29.0
cnsms	ARC2	2018-01-10 15:14:34.723
cnsms	ARC3	2018-01-10 15:14:30.12
cnsms	MARC1	2016-11-30 12:52:02.427
cnssma	ARC2	2018-06-12 08:26:10.0
cnssma	ARC3	2018-06-12 08:26:13.0
cntat	ARC1	2012-11-07 16:54:50.557
cntdmw	ARC1	2011-08-26 17:44:48.0
cnua	ARC1	2011-02-23 17:11:38.103
cnua	ARC2	2014-01-08 17:01:46.713
cnxl	ARC1	2016-08-01 13:07:47.0
cnxl	ARC2	2016-08-01 13:07:50.0
cp14tejh	ARC1	2016-05-11 15:33:49.0
cp14tejh	ARC2	2016-05-11 15:33:55.0
cp14tejh	ARC3	2017-04-06 10:25:59.0
csc6ea	ARC1	2014-03-21 15:56:50.687
csc6ea	ARC2	2014-03-24 16:25:49.39
cscajb	ARC1	2010-06-28 11:08:33.0
cscceg	ARC1	2010-02-10 12:29:37.83
cscdrm	ARC1	2013-12-20 12:21:15.873
cscmaw	ARC1	2010-09-09 13:48:28.0
cscmaw	ARC2	2013-11-04 15:53:17.087
cscmaw	ARC3	2017-05-25 16:29:00.0
csjsab	MARC1	2016-09-21 17:47:16.0
csp2rsc	ARC1	2015-07-31 11:11:47.0
csp2rsc	ARC2	2015-07-31 11:11:50.0
csp2rsc	ARC3	2017-03-21 17:36:03.623
csp2rsc	MARC1	2016-03-14 16:13:17.183
denbmt	ARC1	2012-10-10 15:39:42.0
denco	ARC2	2018-05-09 08:06:50.0
denco	ARC3	2018-05-09 08:07:34.0
denjwu	ARC2	2017-08-31 09:57:51.0
denjwu	ARC3	2017-08-31 09:57:55.0
dennttd	ARC1	2012-12-18 17:25:58.687
dennttd	ARC2	2014-05-28 17:05:16.0
dennttd	MARC1	2016-02-08 17:20:43.013
densra	ARC1	2016-02-15 11:05:08.637
densra	ARC2	2016-02-15 11:05:11.45
densra	MARC1	2018-05-18 08:46:38.0
der6iss	ARC1	2014-02-04 10:23:36.327
dnfn	ARC1	2016-05-10 12:39:57.0
dnfn	ARC2	2016-05-10 12:40:00.0
dnfn	MARC1	2017-06-29 15:18:54.0
dnmn	ARC1	2016-02-15 11:05:21.517
dnmn	ARC2	2016-02-15 11:05:24.24
dnmn	MARC1	2016-09-13 10:48:31.0
dnsmc	MARC1	2018-02-02 17:15:09.467
dnzc	ARC1	2016-01-20 09:25:30.75
dnzc	ARC2	2016-01-20 09:25:39.39
dnzc	MARC1	2016-02-10 09:29:14.847
ear3clsr	ARC1	2010-04-08 12:54:56.0
ear6dg	ARC1	2012-07-10 17:41:32.0
ear6dg	ARC2	2016-07-04 13:08:35.0
earado	ARC1	2013-04-30 11:52:39.0
earado	ARC2	2017-07-10 12:35:12.0
earado	ARC3	2017-07-10 12:35:16.0
earam	ARC1	2013-08-22 14:55:04.0
earamay	ARC1	2015-09-23 07:48:11.0
earamay	ARC2	2015-09-23 07:48:14.0
earanow	ARC1	2016-07-19 10:20:37.0
earanow	ARC2	2016-07-19 10:20:45.0
earanow	ARC3	2017-03-20 16:51:35.707
earao	ARC1	2013-06-10 11:19:53.0
earao	ARC2	2016-07-01 07:50:33.0
earasc	ARC1	2014-02-03 16:26:43.117
earasc	ARC2	2014-02-10 11:35:20.527
earasc	ARC3	2017-01-31 08:24:48.087
earawa	ARC1	2013-10-10 14:32:55.0
earawa	ARC2	2014-04-30 17:53:48.0
earawa	ARC3	2017-03-29 10:34:21.0
earbd	ARC1	2016-05-16 12:39:50.0
earbd	ARC2	2016-05-16 12:39:55.0
earbhe	ARC1	2011-02-11 12:53:17.89
earbpa	ARC1	2013-01-11 16:15:28.67
earbs	ARC1	2010-11-09 13:28:37.563
earcc	ARC1	2011-01-28 16:27:45.19
earccsm	ARC1	2010-05-07 15:37:11.0
earcd	ARC1	2011-06-22 17:23:37.0
earcd	ARC2	2014-03-31 13:24:23.0
earcdea	ARC2	2018-01-31 08:17:13.923
earcdea	ARC3	2018-01-31 08:17:23.54
earcemad	ARC1	2016-08-09 11:03:47.0
earcemad	ARC2	2016-08-09 11:03:55.0
earces	ARC1	2014-02-05 10:37:19.95
earces	ARC2	2014-02-10 11:35:53.52
earces	ARC3	2017-03-20 16:52:09.21
earcroy	ARC2	2018-05-01 09:01:50.0
earcroy	ARC3	2018-05-01 09:01:55.0
earcspr	ARC2	2017-09-21 14:58:18.0
earcspr	ARC3	2017-09-21 14:58:13.0
earctm	ARC1	2010-05-25 09:49:28.0
eardang	ARC1	2014-07-21 08:03:18.0
eardang	ARC2	2014-07-21 08:03:25.0
eardha	ARC2	2014-06-11 16:30:23.0
eardjh	ARC1	2010-07-26 13:25:11.0
eardjh	ARC2	2014-11-18 11:45:14.65
eardjh	ARC3	2017-05-19 14:22:56.0
eards	ARC1	2012-09-25 15:20:51.0
eardvs	ARC1	2011-06-14 08:51:23.0
earechm	ARC1	2010-09-14 11:50:45.0
earedu	ARC1	2010-03-09 10:18:47.52
earega	ARC2	2017-03-28 09:51:32.0
earega	ARC3	2017-03-28 09:51:36.0
earfw	ARC1	2010-03-09 13:39:02.05
earfw	ARC2	2014-09-17 09:09:33.0
earfw	ARC3	2017-01-26 17:04:36.65
earfwh	ARC1	2016-04-27 15:57:30.0
earfwh	ARC2	2016-04-27 15:57:33.0
eargah	ARC1	2011-01-28 16:28:20.42
eargah	ARC2	2015-05-06 09:35:43.0
earglmp	ARC1	2010-05-07 15:40:37.0
eargwi	ARC1	2010-05-07 10:40:40.0
eargwi	ARC2	2014-02-17 17:21:32.187
earhg	ARC1	2014-04-03 11:25:42.0
earhg	ARC2	2014-06-11 16:30:15.0
earhg	ARC3	2017-02-01 10:22:31.89
earhlmb	ARC1	2016-02-08 13:04:22.04
earhlmb	ARC2	2016-02-08 13:04:27.833
earic	ARC1	2016-10-20 10:30:28.0
earic	ARC2	2016-10-20 10:30:31.0
earjbr	ARC1	2013-01-11 16:15:52.967
earjcti	ARC1	2012-02-09 10:50:24.077
earjcti	ARC2	2014-11-24 09:56:54.26
earjcti	ARC3	2017-01-26 17:04:57.487
earjem	ARC1	2011-10-19 09:14:38.0
earjem	ARC2	2015-11-12 16:35:03.377
earjf	ARC1	2016-07-20 13:27:18.0
earjf	ARC2	2016-07-20 13:27:21.0
earjjo	ARC2	2017-12-06 12:09:16.067
earjjo	ARC3	2017-12-06 12:09:18.81
earjme	ARC1	2010-05-06 13:48:10.0
earjmu	ARC2	2018-02-13 13:31:36.333
earjmu	ARC3	2018-02-13 13:31:39.17
earjo	ARC2	2018-06-21 16:20:24.0
earjo	ARC3	2018-06-21 16:20:27.0
earjpod	ARC1	2016-03-14 16:16:58.877
earjpod	ARC2	2016-03-14 16:17:02.043
earjpod	ARC3	2017-10-20 12:14:06.0
earjr	ARC1	2014-07-17 07:58:33.0
earjr	ARC2	2014-07-17 07:58:37.0
earjrmc	ARC1	2016-10-07 15:20:32.0
earjrmc	ARC2	2016-10-07 15:20:35.0
earjrmc	ARC3	2017-06-29 12:18:38.0
earjs	ARC1	2016-01-06 13:24:38.88
earjs	ARC2	2016-01-06 13:24:41.893
earkme	ARC1	2010-05-17 12:36:39.0
earkpr	ARC1	2010-03-25 11:21:03.8
earkpr	ARC2	2013-11-26 16:15:45.497
earkpr	ARC3	2017-01-26 17:10:45.467
earksam	ARC2	2018-03-14 08:45:57.12
earksam	ARC3	2018-03-14 08:46:03.867
earksch	ARC1	2011-02-04 12:14:42.743
earlaco	ARC1	2010-03-19 12:08:12.773
earlacs	ARC1	2011-09-14 14:27:03.0
earlanr	ARC1	2015-06-02 12:18:04.0
earlanr	ARC2	2015-06-02 12:18:08.0
earlcd	ARC2	2017-11-15 14:55:36.9
earlcd	ARC3	2017-11-15 14:55:40.003
earlga	ARC1	2011-07-13 13:41:31.0
earlga	ARC2	2016-04-19 09:48:02.0
earljg	ARC1	2013-03-28 10:43:32.14
earljg	ARC2	2014-01-10 13:03:47.017
earljg	ARC3	2017-03-02 13:45:47.13
earlre	ARC1	2016-07-06 11:23:15.0
earlre	ARC2	2016-07-06 11:23:24.0
earman	ARC1	2011-04-13 12:51:18.0
earmcol	ARC1	2011-08-02 13:52:32.0
earmgo	ARC1	2016-01-15 12:07:22.03
earmgo	ARC2	2016-01-15 12:07:24.833
earmgo	ARC3	2017-04-12 11:39:31.0
earmgr	ARC1	2015-05-07 15:38:48.0
earmgr	ARC2	2015-05-07 15:38:56.0
earmgr	ARC3	2017-01-26 17:05:13.303
earmhi	ARC1	2010-03-19 12:06:11.65
earmhi	ARC2	2015-07-03 12:23:42.0
earmhi	ARC3	2018-02-23 15:38:42.01
earmi	ARC1	2016-07-19 16:05:33.0
earmi	ARC2	2016-07-19 16:05:39.0
earmmc	ARC2	2017-11-03 11:37:37.327
earmmc	ARC3	2017-11-03 11:37:40.393
earmmor	MARC1	2017-01-24 17:49:19.89
earmtw	ARC1	2011-05-05 13:16:44.0
earmtw	ARC2	2014-06-11 16:30:35.0
earmy	ARC1	2012-10-26 08:45:11.0
earmy	ARC2	2014-10-03 14:45:23.0
earnh	ARC1	2010-12-10 17:11:31.627
earnh	ARC2	2015-06-18 09:44:37.0
earog	ARC1	2011-04-15 14:34:10.0
earpal	ARC1	2016-02-11 11:45:05.353
earpal	ARC2	2016-02-11 11:45:08.833
earpal	ARC3	2017-07-04 17:18:31.0
earpg	ARC2	2017-12-18 11:25:49.43
earpg	ARC3	2017-12-18 11:25:55.75
earpjg	ARC1	2014-03-31 12:24:06.0
earpl	ARC1	2010-02-22 12:44:22.457
earpros	ARC1	2016-03-23 16:01:10.443
earpros	ARC2	2016-03-23 16:01:14.937
earpwl	ARC1	2010-02-18 12:03:37.51
earpwl	ARC2	2017-03-02 13:49:38.033
earpwl	ARC3	2017-03-02 13:49:41.473
earqq	ARC2	2017-04-11 14:34:28.0
earqq	ARC3	2017-04-11 14:34:35.0
earrbon	ARC2	2018-01-23 17:47:48.113
earrbon	ARC3	2018-01-23 17:47:54.3
earrh	ARC1	2013-02-22 11:24:08.81
earrh	ARC2	2015-03-23 09:03:35.76
earrha	ARC2	2017-06-21 12:55:28.0
earrha	ARC3	2017-06-21 12:55:35.0
earrhe	ARC1	2015-01-30 12:37:48.82
earrhe	ARC2	2015-01-30 12:37:52.64
earri	ARC1	2013-06-19 11:04:11.0
earri	ARC2	2014-03-18 12:40:54.533
earri	ARC3	2017-03-28 09:50:42.0
earrj	ARC1	2012-05-17 11:42:52.0
earrjk	ARC2	2017-01-31 08:24:05.573
earrjk	ARC3	2017-01-26 17:06:11.02
earrjpo	ARC1	2015-05-13 13:52:06.0
earrjpo	ARC2	2015-05-13 13:52:10.0
earrjpo	ARC3	2017-12-06 12:09:34.833
earrste	ARC1	2016-02-08 17:22:13.883
earrste	ARC2	2016-02-08 17:22:19.493
earrste	ARC3	2017-08-07 16:06:31.0
earsboe	ARC1	2015-02-24 12:26:01.22
earsboe	ARC2	2015-02-24 12:26:04.477
earsboe	ARC3	2017-01-26 17:06:28.773
earscs	ARC1	2011-04-06 09:59:13.0
earse	ARC1	2015-06-17 15:21:28.0
earse	ARC2	2015-06-17 15:21:32.0
earshar	ARC2	2017-11-28 08:22:17.14
earshar	ARC3	2017-11-28 08:22:19.863
earsjhu	ARC1	2010-11-09 15:24:47.127
earsjhu	ARC2	2014-10-20 14:32:04.0
earsjhu	ARC3	2017-05-09 10:11:25.0
earskh	ARC1	2010-10-12 14:44:50.0
earsle	ARC1	2015-09-23 07:49:02.0
earsle	ARC2	2015-09-23 07:49:05.0
earsle	ARC3	2017-03-22 14:33:22.91
earsmo	ARC1	2012-05-11 09:27:11.0
earsro	ARC1	2010-05-25 09:12:44.0
earsro	ARC2	2015-07-14 09:17:54.0
earssc	ARC1	2016-11-09 11:10:26.693
earssc	ARC2	2016-11-09 11:10:35.227
earssc	ARC3	2017-05-04 09:44:15.0
earsst	ARC1	2010-08-11 16:54:03.0
earsst	ARC2	2014-01-08 17:01:56.943
earsst	ARC3	2017-03-29 16:36:33.0
earsti	ARC1	2015-06-15 10:39:27.0
earsti	ARC2	2015-06-15 10:39:30.0
earsti	ARC3	2017-07-18 12:08:59.0
earsti	MARC1	2016-11-04 12:17:53.957
eartd	ARC1	2011-04-06 10:01:13.0
eartjn	ARC1	2015-05-06 09:36:06.0
eartjn	ARC2	2015-05-06 09:36:12.0
eartli	ARC1	2013-10-04 09:56:21.0
eartli	ARC2	2014-03-10 11:38:16.127
eartly	ARC1	2016-04-06 15:06:34.0
eartly	ARC2	2016-04-06 15:06:38.0
eartms	ARC1	2013-03-21 13:10:29.56
eartmt	ARC1	2010-11-09 12:22:56.713
eartmto	ARC1	2013-02-28 12:05:47.487
earty	ARC1	2010-03-01 15:37:53.96
earty	ARC2	2014-01-28 10:38:19.753
earum	ARC2	2014-02-18 17:32:17.337
earum	ARC3	2017-02-16 14:30:32.35
earumsh	ARC3	2017-05-18 12:33:17.0
earumt	ARC1	2013-06-21 14:36:36.0
earvhs	ARC1	2010-11-12 15:39:56.977
earvp	ARC1	2011-08-15 15:19:06.0
earwrf	ARC1	2010-05-07 15:35:36.0
earwrf	ARC2	2018-08-06 09:24:46.0
earwrf	ARC3	2018-08-06 09:24:51.0
earwrf01	ARC1	2011-08-16 10:18:59.0
earwrf01	ARC2	2014-02-06 12:29:13.687
earwrf02	ARC1	2011-08-16 10:19:45.0
earwrf02	ARC2	2014-02-06 12:29:34.547
earwrf03	ARC1	2011-08-16 10:23:30.0
earwrf03	ARC2	2014-02-06 12:29:44.283
earwrf04	ARC1	2011-08-16 10:27:20.0
earwrf04	ARC2	2014-02-06 12:29:53.283
earwrf05	ARC1	2011-08-16 10:31:07.0
earwrf05	ARC2	2014-02-06 12:30:01.64
earwrf06	ARC1	2011-08-16 10:43:24.0
earwrf06	ARC2	2014-02-06 12:30:10.323
earwrf07	ARC1	2011-08-16 10:46:46.0
earwrf07	ARC2	2014-02-06 12:30:18.49
earwrf08	ARC1	2011-08-16 11:28:16.0
earwrf08	ARC2	2014-02-06 12:30:29.3
earwrf09	ARC1	2011-08-16 11:29:03.0
earwrf09	ARC2	2014-02-06 12:30:37.713
earwrf10	ARC1	2011-08-16 11:30:15.0
earwrf10	ARC2	2014-02-06 12:30:44.643
earwrf11	ARC1	2016-10-26 10:41:54.0
earwrf11	ARC2	2016-10-26 10:41:59.0
earwrf12	ARC1	2016-10-26 10:42:34.0
earwrf12	ARC2	2016-10-26 10:42:37.0
earwrf13	ARC1	2016-10-26 10:45:43.0
earwrf13	ARC2	2016-10-26 10:45:46.0
earwrf14	ARC1	2016-10-26 10:46:28.0
earwrf14	ARC2	2016-10-26 10:46:31.0
earwrf15	ARC1	2016-10-26 10:47:26.0
earwrf15	ARC2	2016-10-26 10:47:29.0
earwrf16	ARC1	2016-10-26 10:48:03.0
earwrf16	ARC2	2016-10-26 10:48:06.0
earwrf17	ARC1	2016-10-26 10:48:42.0
earwrf17	ARC2	2016-10-26 10:48:49.0
earwrf18	ARC1	2016-10-26 10:49:26.0
earwrf18	ARC2	2016-10-26 10:49:31.0
earwrf19	ARC1	2016-10-26 10:50:00.0
earwrf19	ARC2	2016-10-26 10:50:02.0
earwrf20	ARC1	2016-10-26 10:50:47.0
earwrf20	ARC2	2016-10-26 10:50:51.0
earwrf21	ARC1	2016-10-26 10:51:26.0
earwrf21	ARC2	2016-10-26 10:51:30.0
earwrf22	ARC1	2016-10-26 10:52:03.0
earwrf22	ARC2	2016-10-26 10:52:06.0
earwrf23	ARC1	2016-10-26 10:52:43.0
earwrf23	ARC2	2016-10-26 10:52:47.0
earwrf24	ARC1	2016-10-26 10:53:31.0
earwrf24	ARC2	2016-10-26 10:53:34.0
earwrf25	ARC1	2016-10-26 10:54:18.0
earwrf25	ARC2	2016-10-26 10:54:21.0
earwrf26	ARC1	2016-10-26 10:54:46.0
earwrf26	ARC2	2016-10-26 10:54:49.0
earwrf27	ARC1	2016-10-26 10:55:24.0
earwrf27	ARC2	2016-10-26 10:55:28.0
earwrf28	ARC1	2016-10-26 10:57:40.0
earwrf28	ARC2	2016-10-26 10:57:44.0
earwrf29	ARC1	2016-10-26 10:58:22.0
earwrf29	ARC2	2016-10-26 10:58:26.0
earwrf30	ARC1	2016-10-26 10:59:12.0
earwrf30	ARC2	2016-10-26 10:59:15.0
earwrf31	ARC1	2016-10-26 10:59:49.0
earwrf31	ARC2	2016-10-26 10:59:52.0
earwrf32	ARC1	2016-10-26 11:00:29.0
earwrf32	ARC2	2016-10-26 11:00:32.0
earwrf33	ARC1	2016-10-26 11:01:06.0
earwrf33	ARC2	2016-10-26 11:01:09.0
earwrf34	ARC1	2016-10-26 11:01:39.0
earwrf34	ARC2	2016-10-26 11:01:45.0
earwrf35	ARC1	2016-10-26 11:02:27.0
earwrf35	ARC2	2016-10-26 11:02:31.0
earwrf36	ARC1	2016-10-26 11:03:05.0
earwrf36	ARC2	2016-10-26 11:03:08.0
earwrf37	ARC1	2016-10-26 11:03:43.0
earwrf37	ARC2	2016-10-26 11:03:47.0
earwrf38	ARC1	2016-10-26 11:04:21.0
earwrf38	ARC2	2016-10-26 11:04:26.0
earwrf39	ARC1	2016-10-26 11:05:05.0
earwrf39	ARC2	2016-10-26 11:05:09.0
earwrf40	ARC1	2016-10-26 11:06:58.0
earwrf40	ARC2	2016-10-26 11:07:01.0
earyr	ARC1	2011-09-21 14:00:48.0
earzc	ARC2	2017-01-31 08:23:48.507
earzc	ARC3	2017-01-26 17:07:01.17
earzl	ARC1	2017-01-10 11:04:26.603
earzl	ARC2	2017-01-10 11:04:29.89
earzl	ARC3	2017-03-20 16:54:46.313
earzt	ARC1	2014-10-27 08:37:04.62
earzt	ARC2	2014-10-27 08:37:10.603
ecl6bw	ARC1	2016-11-23 15:51:40.07
ecl6bw	ARC2	2016-11-23 15:51:43.07
ecl6jasb	ARC1	2010-02-10 12:02:55.31
eclops	MARC1	2015-06-18 14:29:08.0
eclsr	ARC2	2018-01-23 10:39:54.737
eclsr	ARC3	2018-01-23 10:40:02.243
ecoktr	ARC1	2012-05-02 10:24:14.0
ecoktr	ARC2	2014-03-18 12:43:20.933
econwi	ARC1	2012-10-23 17:19:12.0
ed10ajt	MARC1	2017-02-10 08:02:06.883
ed10mpc	ARC2	2018-03-09 12:00:20.7
ed10mpc	ARC3	2018-03-09 12:00:24.24
ed10td	ARC1	2014-10-07 09:27:21.0
ed10td	ARC2	2014-10-07 09:27:24.0
ed10tep	ARC1	2016-10-14 13:42:44.0
ed10tep	ARC2	2016-10-14 13:42:58.0
ed10tep	ARC3	2017-05-03 16:46:02.0
ed11asr	ARC2	2018-02-22 13:52:50.317
ed11asr	ARC3	2018-02-22 13:52:56.78
ed11asr	MARC1	2018-02-22 13:56:34.843
ed11cjh	ARC1	2016-11-22 13:55:29.71
ed11cjh	ARC2	2016-11-22 13:55:32.87
ed11h3a	ARC2	2017-04-25 09:01:27.0
ed11h3a	ARC3	2017-04-25 09:01:35.0
ed11m22m	ARC2	2018-01-26 11:26:39.257
ed11m22m	ARC3	2018-01-26 11:26:35.233
ed11s7m	ARC2	2017-08-08 11:54:19.0
ed11s7m	ARC3	2017-08-08 11:54:23.0
ed12dclv	ARC2	2017-10-02 11:43:44.0
ed12dclv	ARC3	2017-10-02 11:43:39.0
ed12jjl	ARC2	2017-11-29 16:56:37.59
ed12jjl	ARC3	2017-11-29 16:56:45.653
ed12m3h	ARC2	2017-11-28 08:22:30.133
ed12m3h	ARC3	2017-11-28 08:22:33.517
ed12mst	ARC2	2017-10-18 15:43:04.0
ed12mst	ARC3	2017-10-18 15:42:59.0
ed12p2b	ARC1	2016-11-03 14:50:16.247
ed12p2b	ARC2	2016-11-03 14:50:19.13
ed13cs	ARC1	2016-01-29 16:36:24.63
ed13cs	ARC2	2016-01-29 16:36:30.4
ed13cs	ARC3	2018-04-13 09:50:08.0
ee08leo	ARC1	2012-02-09 10:53:53.803
ee09db	ARC1	2011-11-23 15:24:06.2
ee09djp	ARC1	2011-03-17 14:54:49.37
ee09jso	ARC1	2011-10-04 07:49:51.0
