Username	Machine	Username_status	lapse_date	status	Dept	Faculty
earjr	ARC1	d	2016-11-15 12:06:03.43	Staff	EAR	Faculty of Environment
earjr	ARC2	d	2016-11-15 12:06:03.47	Staff	EAR	Faculty of Environment
earjrmc	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earjrmc	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earjrmc	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earjs	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earjs	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earkme	ARC1	d	2012-09-03 10:16:15.0	Staff	EAR	Faculty of Environment
earkpr	ARC1	l	2018-01-17 11:46:48.667	Staff	EAR	Faculty of Environment
earkpr	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earkpr	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earksam	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earksam	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earksch	ARC1	d	2015-03-02 08:40:54.77	Staff	EAR	Faculty of Environment
earlaco	ARC1	l	2018-01-17 11:46:48.69	Staff	EAR	Faculty of Environment
earlacs	ARC1	d	2014-08-11 07:51:03.0	Staff	EAR	Faculty of Environment
earlanr	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earlanr	ARC2	l	2017-11-09 10:57:53.01	Staff	EAR	Faculty of Environment
earlcd	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earlcd	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earlga	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earlga	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earljg	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earljg	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earljg	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earlre	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earlre	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earman	ARC1	d	2011-12-14 11:33:55.93	Staff	EAR	Faculty of Environment
earmcol	ARC1	d	2012-08-06 08:13:06.0	Visitor	EAR	Faculty of Environment
earmgo	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earmgo	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earmgo	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earmgr	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earmgr	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earmgr	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earmhi	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earmhi	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earmhi	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earmi	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earmi	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earmmc	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earmmc	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earmmor	MARC1	a	n/a	Staff	TRA	Faculty of Environment
earmtw	ARC2	d	2015-05-01 11:32:11.0	Staff	EAR	Faculty of Environment
earmtw	ARC1	d	2015-05-01 11:32:11.0	Staff	EAR	Faculty of Environment
earmy	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earmy	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earnh	ARC2	l	2017-11-16 08:05:23.347	Staff	EAR	Faculty of Environment
earnh	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earog	ARC1	d	2014-02-03 09:25:18.24	Staff	EAR	Faculty of Environment
earpal	ARC3	a	n/a	Project	EAR	Faculty of Environment
earpal	ARC2	a	n/a	Project	EAR	Faculty of Environment
earpal	ARC1	l	2017-06-16 14:58:13.0	Project	EAR	Faculty of Environment
earpg	ARC3	a	n/a	Visitor	EAR	Faculty of Environment
earpg	ARC2	a	n/a	Visitor	EAR	Faculty of Environment
earpjg	ARC1	d	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earpl	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earpros	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earpros	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earpwl	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earpwl	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earpwl	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earqq	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earqq	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earrbon	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earrbon	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earrh	ARC1	l	2018-01-17 11:46:48.723	Staff	EAR	Faculty of Environment
earrh	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earrha	ARC2	l	2018-03-08 15:23:55.03	Visitor	EAR	Faculty of Environment
earrha	ARC3	l	2018-03-08 15:23:55.047	Visitor	EAR	Faculty of Environment
earrhe	ARC1	l	2018-01-17 11:46:48.75	Staff	EAR	Faculty of Environment
earrhe	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earri	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earri	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earri	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earrj	ARC1	d	2012-10-16 10:25:19.0	Staff	EAR	Faculty of Environment
earrjk	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earrjk	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earrjpo	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earrjpo	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earrjpo	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earrste	ARC3	l	2018-07-02 08:50:30.0	Staff	EAR	Faculty of Environment
earrste	ARC2	l	2018-07-02 08:50:30.0	Staff	EAR	Faculty of Environment
earrste	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earsboe	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earsboe	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earsboe	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earscs	ARC1	d	2014-07-03 16:44:13.0	Visitor	EAR	Faculty of Environment
earse	ARC2	d	2016-01-04 11:07:57.87	Visitor	EAR	Faculty of Environment
earse	ARC1	d	2016-01-04 11:07:57.913	Visitor	EAR	Faculty of Environment
earshar	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earshar	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earsjhu	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earsjhu	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earsjhu	ARC1	l	2018-01-17 11:46:48.773	Staff	EAR	Faculty of Environment
earskh	ARC1	d	2013-01-02 09:48:05.59	Staff	EAR	Faculty of Environment
earsle	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earsle	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earsle	ARC1	l	2017-06-16 14:58:13.0	Staff	EAR	Faculty of Environment
earsmo	ARC1	l	2017-05-05 07:56:01.0	Staff	EAR	Faculty of Environment
earsro	ARC1	l	2017-06-16 14:58:14.0	Staff	EAR	Faculty of Environment
earsro	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earssc	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earssc	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earssc	ARC1	l	2017-06-16 14:58:14.0	Staff	EAR	Faculty of Environment
earsst	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earsst	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earsst	ARC1	l	2017-06-16 14:58:14.0	Staff	EAR	Faculty of Environment
earsti	ARC1	l	2017-06-16 14:58:14.0	Staff	STA	Faculty of Maths & Physical Sciences
earsti	ARC2	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
earsti	ARC3	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
earsti	MARC1	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
eartd	ARC1	l	2017-06-16 14:58:14.0	Visitor	EAR	Faculty of Environment
eartjn	ARC2	d	2016-01-04 11:54:48.587	Staff	EAR	Faculty of Environment
eartjn	ARC1	d	2016-01-04 11:54:48.62	Staff	EAR	Faculty of Environment
eartli	ARC1	d	2017-05-02 07:57:31.0	Staff	EAR	Faculty of Environment
eartli	ARC2	d	2017-05-02 07:57:31.0	Staff	EAR	Faculty of Environment
eartly	ARC1	l	2017-06-16 14:58:14.0	Staff	MEN	Faculty of Engineering
eartly	ARC2	a	n/a	Staff	MEN	Faculty of Engineering
eartms	ARC1	d	2016-07-04 09:10:42.0	Staff	EAR	Faculty of Environment
eartmt	ARC1	l	2017-06-16 14:58:14.0	Staff	EAR	Faculty of Environment
eartmto	ARC1	l	2017-06-16 14:58:14.0	Staff	EAR	Faculty of Environment
earty	ARC1	l	2017-06-16 14:58:14.0	Staff	EAR	Faculty of Environment
earty	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earum	ARC3	a	n/a	Project	EAR	Faculty of Environment
earum	ARC2	a	n/a	Project	EAR	Faculty of Environment
earum	ARC1	l	2018-01-17 11:46:48.797	Project	EAR	Faculty of Environment
earumsh	ARC3	a	n/a	Project	EAR	Faculty of Environment
earumt	ARC1	d	2014-04-04 09:57:18.0	Visitor	EAR	Faculty of Environment
earvhs	ARC1	l	2017-06-12 12:54:34.0	Staff	PER	Central Admin & Support Services (CASS)
earvp	ARC1	d	2014-09-01 08:13:16.0	Staff	EAR	Faculty of Environment
earwrf	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf	ARC3	a	n/a	Project	EAR	Faculty of Environment
earwrf01	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf01	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf02	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf02	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf03	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf03	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf04	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf04	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf05	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf05	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf06	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf06	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf07	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf07	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf08	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf08	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf09	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf09	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf10	ARC1	l	2017-06-21 14:44:10.0	Project	EAR	Faculty of Environment
earwrf10	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf11	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf11	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf12	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf12	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf13	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf13	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf14	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf14	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf15	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf15	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf16	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf16	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf17	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf17	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf18	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf18	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf19	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf19	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf20	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf20	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf21	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf21	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf22	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf22	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf23	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf23	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf24	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf24	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf25	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf25	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf26	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf26	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf27	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf27	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf28	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf28	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf29	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf29	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf30	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf30	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf31	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf31	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf32	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf32	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf33	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf33	ARC1	l	2017-06-21 14:44:11.0	Project	EAR	Faculty of Environment
earwrf34	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf34	ARC1	l	2017-06-21 14:44:12.0	Project	EAR	Faculty of Environment
earwrf35	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf35	ARC1	l	2017-06-21 14:44:12.0	Project	EAR	Faculty of Environment
earwrf36	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf36	ARC1	l	2017-06-21 14:44:12.0	Project	EAR	Faculty of Environment
earwrf37	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf37	ARC1	l	2017-06-21 14:44:12.0	Project	EAR	Faculty of Environment
earwrf38	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf38	ARC1	l	2017-06-21 14:44:12.0	Project	EAR	Faculty of Environment
earwrf39	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf39	ARC1	l	2017-06-21 14:44:12.0	Project	EAR	Faculty of Environment
earwrf40	ARC2	a	n/a	Project	EAR	Faculty of Environment
earwrf40	ARC1	l	2017-06-21 14:44:12.0	Project	EAR	Faculty of Environment
earyr	ARC1	d	2015-07-10 07:44:50.0	Staff	EAR	Faculty of Environment
earzc	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earzc	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earzl	ARC3	a	n/a	Staff	EAR	Faculty of Environment
earzl	ARC2	a	n/a	Staff	EAR	Faculty of Environment
earzl	ARC1	l	2017-06-16 14:58:14.0	Staff	EAR	Faculty of Environment
earzt	ARC1	l	2017-06-16 14:58:14.0	Visitor	EAR	Faculty of Environment
earzt	ARC2	a	n/a	Visitor	EAR	Faculty of Environment
ecl6bw	ARC2	a	n/a	Staff	UIT	Corporate Services
ecl6bw	ARC1	l	2017-06-16 14:58:14.0	Staff	UIT	Corporate Services
ecl6jasb	ARC1	l	2011-08-01 09:21:09.0	Retired Staff	UIT	Corporate Services
eclops	MARC1	a	n/a	Project	ISS	Corporate Services
eclsr	ARC2	a	n/a	Staff	UIT	Corporate Services
eclsr	ARC3	a	n/a	Staff	UIT	Corporate Services
ecoktr	ARC2	d	2015-01-21 08:54:08.41	Staff	ECO	Faculty of Business
ecoktr	ARC1	d	2015-01-21 08:54:08.37	Staff	ECO	Faculty of Business
econwi	ARC1	l	2017-06-16 14:58:14.0	Staff	ACC	Faculty of Business
ed10ajt	MARC1	a	n/a	P/G	MRP	Faculty of Medicine & Health
ed10mpc	ARC3	a	n/a	P/G	MEN	Faculty of Engineering
ed10mpc	ARC2	a	n/a	P/G	MEN	Faculty of Engineering
ed10td	ARC2	d	2015-09-02 00:00:00.0	Recent Alumni	PHY	Faculty of Maths & Physical Sciences
ed10td	ARC1	d	2015-09-02 00:00:00.0	Recent Alumni	PHY	Faculty of Maths & Physical Sciences
ed10tep	ARC1	l	2017-06-16 14:58:14.0	P/G	SCS	Faculty of Engineering
ed10tep	ARC2	a	n/a	P/G	SCS	Faculty of Engineering
ed10tep	ARC3	a	n/a	P/G	SCS	Faculty of Engineering
ed11asr	ARC3	a	n/a	P/G	MRP	Faculty of Medicine & Health
ed11asr	MARC1	a	n/a	P/G	MRP	Faculty of Medicine & Health
ed11asr	ARC2	a	n/a	P/G	MRP	Faculty of Medicine & Health
ed11cjh	ARC2	d	2017-08-29 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ed11cjh	ARC1	d	2017-06-16 14:58:14.0	Recent Alumni	EAR	Faculty of Environment
ed11h3a	ARC2	a	n/a	P/G	PRE	Faculty of Engineering
ed11h3a	ARC3	a	n/a	P/G	PRE	Faculty of Engineering
ed11m22m	ARC2	a	n/a	P/G	MEN	Faculty of Engineering
ed11m22m	ARC3	a	n/a	P/G	MEN	Faculty of Engineering
ed11s7m	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
ed11s7m	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
ed12dclv	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
ed12dclv	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
ed12jjl	ARC2	a	n/a	P/G	AMT	Faculty of Maths & Physical Sciences
ed12jjl	ARC3	a	n/a	P/G	AMT	Faculty of Maths & Physical Sciences
ed12m3h	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
ed12m3h	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
ed12mst	ARC3	a	n/a	U/G Year 5	PHY	Faculty of Maths & Physical Sciences
ed12mst	ARC2	a	n/a	U/G Year 5	PHY	Faculty of Maths & Physical Sciences
ed12p2b	ARC1	d	2017-06-16 14:58:14.0	Recent Alumni	PRE	Faculty of Engineering
ed12p2b	ARC2	d	2017-08-29 00:00:00.0	Recent Alumni	PRE	Faculty of Engineering
ed13cs	ARC3	a	n/a	P/G	SCS	Faculty of Engineering
ed13cs	ARC2	a	n/a	P/G	SCS	Faculty of Engineering
ed13cs	ARC1	l	2017-06-16 14:58:14.0	P/G	SCS	Faculty of Engineering
ee08leo	ARC1	d	2013-03-04 00:00:00.0	Alumni	EAR	Faculty of Environment
ee09db	ARC1	d	2012-08-28 00:00:00.0	Alumni	EAR	Faculty of Environment
ee09djp	ARC1	d	2015-04-29 00:00:00.0	Recent Alumni	CEN	Faculty of Engineering
ee09jso	ARC1	d	2015-04-29 12:39:32.0	Recent Alumni	EAR	Faculty of Environment
ee09rwj	ARC1	d	2013-08-27 00:00:00.0	Alumni	EAR	Faculty of Environment
ee10bt	ARC1	l	2017-06-16 14:58:14.0	P/G	EAR	Faculty of Environment
ee10bt	ARC3	a	n/a	P/G	EAR	Faculty of Environment
ee10bt	ARC2	a	n/a	P/G	EAR	Faculty of Environment
ee10cf	ARC1	d	2013-08-27 00:00:00.0	Alumni	EAR	Faculty of Environment
ee10dab	ARC1	d	2014-09-01 00:00:00.0	Alumni	EAR	Faculty of Environment
ee10dab	ARC2	d	2014-09-01 00:00:00.0	Alumni	EAR	Faculty of Environment
ee10k2i	ARC2	d	2015-09-02 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee10k2i	ARC1	d	2015-09-02 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee10lbc	ARC1	d	2013-01-30 00:00:00.0	P/G	EAR	Faculty of Environment
ee10sjo	ARC2	a	n/a	P/G	EAR	Faculty of Environment
ee10sjo	ARC3	a	n/a	P/G	EAR	Faculty of Environment
ee10wst	ARC1	d	2013-08-27 00:00:00.0	Alumni	EAR	Faculty of Environment
ee11de	ARC1	d	2015-09-02 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee11de	ARC2	d	2015-09-02 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee11hem	ARC2	a	n/a	P/G	EAR	Faculty of Environment
ee11hem	ARC1	l	2018-01-17 11:46:48.83	P/G	EAR	Faculty of Environment
ee11j3s	ARC1	d	2014-07-11 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee11mr	ARC1	l	2017-06-16 14:58:14.0	P/G	EAR	Faculty of Environment
ee11mr	ARC3	a	n/a	P/G	EAR	Faculty of Environment
ee11mr	ARC2	a	n/a	P/G	EAR	Faculty of Environment
ee12bm	ARC2	d	2016-08-30 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12bm	ARC1	d	2016-08-30 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12cst	ARC1	d	2015-12-20 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12cst	ARC2	d	2015-12-20 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12d2p	ARC2	a	n/a	P/G	EAR	Faculty of Environment
ee12d2p	ARC1	l	2017-06-16 14:58:14.0	P/G	EAR	Faculty of Environment
ee12jb	ARC1	d	2015-10-27 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12jb	ARC2	d	2015-10-27 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12lmb	ARC2	d	2016-08-30 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12lmb	ARC1	d	2016-08-30 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee12sg	ARC2	a	n/a	P/G	EAR	Faculty of Environment
ee12sg	ARC3	a	n/a	P/G	EAR	Faculty of Environment
ee13aw	ARC1	d	2017-06-16 14:58:14.0	Recent Alumni	EAR	Faculty of Environment
ee13aw	ARC2	d	2017-08-29 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee13mgw	ARC2	d	2017-08-29 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee13mgw	ARC1	d	2017-06-16 14:58:14.0	Recent Alumni	EAR	Faculty of Environment
ee13tl	ARC1	d	2016-08-30 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee13tl	ARC2	d	2016-08-30 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee14g2m	ARC2	a	n/a	U/G Year 4	EAR	Faculty of Environment
ee14g2m	ARC3	a	n/a	U/G Year 4	EAR	Faculty of Environment
ee14moo	ARC2	d	2015-12-20 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee14moo	ARC1	d	2015-12-20 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
ee15amg	ARC3	a	n/a	P/G	EAR	Faculty of Environment
ee15amg	ARC2	a	n/a	P/G	EAR	Faculty of Environment
ee15cmr	ARC3	a	n/a	U/G Year 3	EAR	Faculty of Environment
ee15cmr	ARC2	a	n/a	U/G Year 3	EAR	Faculty of Environment
ee15gw	ARC2	a	n/a	U/G Year 3	EAR	Faculty of Environment
ee15gw	ARC3	a	n/a	U/G Year 3	EAR	Faculty of Environment
eeaba	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eeaba	ARC1	l	2017-06-16 14:58:14.0	P/G	EAR	Faculty of Environment
eeaf	ARC3	a	n/a	P/G	EAR	Faculty of Environment
eeaf	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eeaklj	ARC1	d	2014-09-30 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
eeamd	ARC1	d	2013-06-03 00:00:00.0	Alumni	EAR	Faculty of Environment
eeasd	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eeasd	ARC3	a	n/a	P/G	EAR	Faculty of Environment
eeasd	MARC1	a	n/a	P/G	EAR	Faculty of Environment
eebaw	ARC1	d	2013-05-01 00:00:00.0	Alumni	EAR	Faculty of Environment
eebbca	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eebbca	ARC3	a	n/a	P/G	EAR	Faculty of Environment
eebjp	ARC1	d	2013-03-04 00:00:00.0	Alumni	EAR	Faculty of Environment
eebjs	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eebjs	ARC3	a	n/a	P/G	EAR	Faculty of Environment
eeblc	ARC1	d	2015-07-20 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
eeceb	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eeceb	ARC1	l	2017-06-16 14:58:14.0	P/G	EAR	Faculty of Environment
eecp	ARC3	a	n/a	P/G	EAR	Faculty of Environment
eecp	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eecp	ARC1	l	2017-06-16 14:58:15.0	P/G	EAR	Faculty of Environment
eecwk	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eecwk	ARC1	l	2017-06-16 14:58:15.0	P/G	EAR	Faculty of Environment
eedaf	ARC1	d	2015-10-28 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
eedpsb	ARC1	l	2017-06-16 14:58:15.0	P/G	EAR	Faculty of Environment
eedsh	ARC1	l	2017-06-16 14:58:15.0	P/G	EAR	Faculty of Environment
eedsh	ARC2	l	2018-07-02 00:00:00.0	P/G	EAR	Faculty of Environment
eedsh	ARC3	l	2018-07-02 00:00:00.0	P/G	EAR	Faculty of Environment
eedz	ARC2	a	n/a	P/G	EAR	Faculty of Environment
eedz	ARC3	a	n/a	P/G	EAR	Faculty of Environment
eedz	ARC1	l	2017-06-16 14:58:15.0	P/G	EAR	Faculty of Environment
eeecmd	ARC1	d	2016-05-09 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
eeeeb	ARC1	l	2018-01-17 11:46:48.877	Staff	EAR	Faculty of Environment
eeeeb	ARC3	a	n/a	Staff	EAR	Faculty of Environment
eeeeb	ARC2	a	n/a	Staff	EAR	Faculty of Environment
eeeev	ARC1	d	2015-08-11 07:56:35.0	Staff	EAR	Faculty of Environment
eeejg	ARC1	d	2015-01-17 00:00:00.0	P/G	EAR	Faculty of Environment
